	0	1	2
335.0	0.0017238938024204391	0.0252778405704203	0.0037836275960529066
336.0	0.0029469040542362736	0.02612704219138306	0.0018058123026102478
337.0	0.004050046892785554	0.02219939983018712	0.002276235831508948
338.0	0.006293452142974675	0.020664120332714562	0.0015568615449801362
339.0	0.008776198909872392	0.018594587840869505	0.0031998092940884923
340.0	0.007515077423246068	0.016323983779480633	0.0024924095636464933
341.0	0.010167133320206441	0.01540675092930948	0.001746037384296847
342.0	0.011773527136037576	0.01360917393234022	0.0021435620604880585
343.0	0.014022196686218763	0.011387383537873271	0.002401881917466741
344.0	0.013588276467581843	0.009370467953802973	0.002250378254881155
345.0	0.015813151540281945	0.008171070070269133	0.002658004535142667
346.0	0.017790580880225875	0.006358549266213313	0.00212096785013207
347.0	0.01893889285310448	0.0042528144482505146	0.0037190620003946287
348.0	0.01760201368150074	0.0032776340168989546	0.002195524463002211
349.0	0.019323619251974913	0.0018579917354737841	0.0019632866233915643
350.0	0.020738947885803556	0.0004087670457309594	0.0018937126274137309
351.0	0.021290126407887706	-0.0008357207300951781	0.0024820316017841234
352.0	0.019714753567829355	-0.0016818779092192526	0.002265639190744021
353.0	0.023043790016900843	-0.0034931667880849864	0.0035925628209456926
354.0	0.019744309100124733	-0.002854242808471414	0.0012825386124218363
355.0	0.019439425239117864	-0.004048616179714725	0.001320784589501768
356.0	0.02337539841835004	-0.00641018468753867	0.0014775509981589518
357.0	0.02095132636712856	-0.006128241205382008	0.002592901816196266
358.0	0.02622277063355518	-0.009236433041161812	0.002618591566692043
359.0	0.024897139374867597	-0.009230827446759265	0.0015117013989549414
360.0	0.017351982318479415	-0.006680988165770489	-0.0013219184270886405
361.0	0.018889471707614288	-0.007172884426908474	0.0005145880420619977
362.0	0.017827852849238088	-0.006190023474712961	-0.00041911161476813094
363.0	0.01477378644367929	-0.0061376932981295025	0.0019115913615982715
364.0	0.012813503090521376	-0.006260022166099833	0.0024476624187908746
365.0	0.014741849674217404	-0.0044240544550585405	0.00033499868545001487
366.0	0.012952595434769404	-0.0031031502559484237	-0.00042961685760897094
367.0	0.011855867118579791	-0.0030999108900312527	0.0023050301126268545
368.0	0.010082555391936433	-0.0004651668353140768	0.000697339806130457
369.0	0.010420158828643713	0.002771057473295434	-0.0016607732481851588
370.0	0.00920711428879525	0.002740602607727501	0.002517800718238567
371.0	0.007479887432571659	0.0037941259769641994	0.0012259644790265406
372.0	0.006179957887758979	0.005840699519600544	-0.000407329018556871
373.0	0.006294387123851531	0.00709106367391758	0.0008344371497596223
374.0	0.004463618894485779	0.008468810879387436	0.00040135070647308215
375.0	0.00412803892086121	0.007852583236610733	0.004867731784199545
376.0	0.0037051751459116797	0.007202232306361228	0.009908431446443435
377.0	0.0022469830682687805	0.009316377874743079	0.002507565217511134
378.0	0.0009212575041798479	0.010451355017850815	0.0014690493690241728
379.0	-0.0011865734436272933	0.01243997229754721	0.0019025409385399331
380.0	0.0	0.0	0.0
381.0	0.0	0.0	0.0
382.0	0.0	0.0	0.0
383.0	0.0	0.0	0.0
384.0	0.0	0.0	0.0
385.0	0.0	0.0	0.0
386.0	0.0	0.0	0.0
387.0	0.0	0.0	0.0
388.0	0.0	0.0	0.0
389.0	0.0	0.0	0.0
390.0	0.0	0.0	0.0
391.0	0.0	0.0	0.0
392.0	0.0	0.0	0.0
393.0	0.0	0.0	0.0
394.0	0.0	0.0	0.0
395.0	0.0	0.0	0.0
396.0	0.0	0.0	0.0
397.0	0.0	0.0	0.0
398.0	0.0	0.0	0.0
399.0	0.0	0.0	0.0
400.0	0.0	0.0	0.0
401.0	0.0	0.0	0.0
402.0	0.0	0.0	0.0
403.0	0.0	0.0	0.0
404.0	0.0	0.0	0.0
405.0	0.002189993354688252	-0.020951114842320442	-0.0018611428326597167
406.0	0.002477427395541307	-0.02278863022096342	-0.002871099608172469
407.0	0.0026874401538188415	-0.024223997030975823	-0.0015405664800533755
408.0	0.002469560317979188	-0.024389109480887662	-0.004188839777899275
409.0	0.002142103585520403	-0.025941002334634592	-0.003313054184497202
410.0	0.002285630178809	-0.026233433016893057	-0.0028002169025425796
411.0	0.00259765848969378	-0.029079315614505722	-0.0027096996216367047
412.0	0.002455344510917372	-0.030251236231928554	-0.0026341788260768936
413.0	0.0018892503862409326	-0.028665269791685866	-0.0033854142844191065
414.0	0.0013796683724141038	-0.02814107878085523	-0.003868216243605685
415.0	0.0014048521839455286	-0.029835973784291335	-0.0023721240915100705
416.0	0.0009731437769588485	-0.029867900998138772	-0.003075244664118981
417.0	0.0010179841515696097	-0.029924015566303527	-0.0033213135298307533
418.0	0.0011075013604761577	-0.031159158902553608	-0.0034641248997233213
419.0	0.00037717589426118864	-0.030881089032681712	-0.0033753662729840896
420.0	-0.0001879641026016231	-0.02938773072881964	-0.003592299802550923
421.0	-3.269877653427872e-05	-0.031291214969880174	-0.003589160852199773
422.0	-0.0004614070396788963	-0.0321841247319382	-0.0036383524504397533
423.0	-0.00035795212872064014	-0.032236971612233725	-0.0037826249558613736
424.0	-0.0003870160128290507	-0.03211456534193271	-0.004296233661087936
425.0	-0.00104907748875692	-0.03199905605730781	-0.0037336022769481813
426.0	-0.001249426306522028	-0.031207248713010963	-0.004048651266773863
427.0	-0.0016861283113137697	-0.03174233275836012	-0.003797169136916164
428.0	-0.002109050215867926	-0.031975830868927024	-0.003902066049476516
429.0	-0.0023661438922225777	-0.0318350496194282	-0.0037930505043128823
