	A	B	C
692.0	8.012815358160629e+36	8.012815358160627e+36	8.896165470334381e+36
693.0	7.699966843027744e+36	7.699966843027741e+36	8.474666868452884e+36
694.0	8.740990729095445e+36	8.740990729095441e+36	9.251531209223557e+36
695.0	8.690780557522654e+36	8.690780557522648e+36	9.089589447740899e+36
696.0	7.85629978676435e+36	7.856299786764347e+36	8.340215451279289e+36
697.0	8.505373130102128e+36	8.505373130102124e+36	8.820393200623861e+36
698.0	8.696391800422286e+36	8.696391800422282e+36	8.945698336554245e+36
699.0	8.175042856239316e+36	8.175042856239312e+36	8.55333183101711e+36
700.0	8.566767552922348e+36	8.566767552922346e+36	8.98066642697725e+36
701.0	8.272354915616483e+36	8.272354915616483e+36	8.664293711421647e+36
702.0	8.056675413884119e+36	8.056675413884115e+36	8.404741247656352e+36
703.0	8.559546896600223e+36	8.55954689660022e+36	8.868272202577648e+36
704.0	8.049004247062127e+36	8.049004247062123e+36	8.258254140680012e+36
705.0	8.590983684445772e+36	8.590983684445769e+36	8.998303899622825e+36
706.0	8.214927988591611e+36	8.214927988591609e+36	8.477418049212061e+36
707.0	8.409783618322346e+36	8.409783618322342e+36	8.504425023408119e+36
708.0	7.91541927277159e+36	7.915419272771588e+36	8.132186541449812e+36
709.0	7.862302089838829e+36	7.862302089838823e+36	8.146018117421882e+36
710.0	8.839823982068092e+36	8.839823982068087e+36	8.907241001361748e+36
711.0	7.925095798522491e+36	7.925095798522486e+36	8.053718412150182e+36
712.0	8.122157600988265e+36	8.122157600988262e+36	8.17712865821824e+36
713.0	7.948933656856674e+36	7.948933656856671e+36	7.914486278563933e+36
714.0	8.080355671220764e+36	8.080355671220762e+36	7.943487293076402e+36
715.0	8.29359812186921e+36	8.293598121869205e+36	8.127598363005901e+36
716.0	7.992020921936437e+36	7.992020921936434e+36	7.863694510032034e+36
717.0	8.524382669994409e+36	8.524382669994403e+36	8.352600219050817e+36
718.0	8.2027878878553e+36	8.202787887855296e+36	8.165191161623732e+36
719.0	8.455611471826426e+36	8.455611471826421e+36	8.229824327714232e+36
720.0	7.979962413425335e+36	7.979962413425331e+36	7.911202765139084e+36
721.0	8.081098660922901e+36	8.081098660922897e+36	7.953535906109237e+36
722.0	8.670168372431906e+36	8.670168372431904e+36	8.202604014116706e+36
723.0	8.826961491967945e+36	8.826961491967942e+36	8.312438851936258e+36
724.0	7.899006979872401e+36	7.899006979872399e+36	7.435849296595128e+36
725.0	8.233592859338322e+36	8.233592859338319e+36	7.500085951459853e+36
726.0	7.818186614023977e+36	7.818186614023973e+36	7.494110670183984e+36
727.0	8.127081943804213e+36	8.127081943804211e+36	7.690686737005714e+36
728.0	7.58675369457053e+36	7.586753694570528e+36	7.414489245696373e+36
729.0	8.098355610333072e+36	8.098355610333067e+36	7.831097303864667e+36
730.0	7.538482389144752e+36	7.538482389144749e+36	7.055341333838673e+36
731.0	8.339398120002697e+36	8.339398120002695e+36	8.134996360124301e+36
732.0	7.477349451143723e+36	7.47734945114372e+36	7.329531896548261e+36
733.0	7.869609851537771e+36	7.869609851537766e+36	7.622078738890741e+36
734.0	7.552452149433236e+36	7.552452149433232e+36	7.46745945429607e+36
735.0	7.816409654701289e+36	7.816409654701284e+36	7.411322856230153e+36
736.0	6.973963059654527e+36	6.973963059654523e+36	6.720395779601423e+36
737.0	8.025342165144222e+36	8.025342165144218e+36	7.985100817933889e+36
738.0	7.675430506354056e+36	7.675430506354051e+36	7.691737808318339e+36
739.0	7.627203092091878e+36	7.627203092091873e+36	7.630592496337938e+36
740.0	7.647004512944952e+36	7.647004512944947e+36	7.634622094375321e+36
741.0	7.82458946342035e+36	7.824589463420347e+36	7.668497575616218e+36
742.0	7.426931080881374e+36	7.426931080881372e+36	7.572233300146476e+36
743.0	7.590117192080347e+36	7.590117192080344e+36	7.585123087457102e+36
744.0	7.196668930637641e+36	7.196668930637639e+36	7.142568636577091e+36
745.0	7.234001609410363e+36	7.234001609410359e+36	7.206073828565032e+36
746.0	7.337927713047503e+36	7.337927713047499e+36	7.228918117465415e+36
747.0	7.600971464829782e+36	7.60097146482978e+36	7.343230097701233e+36
748.0	7.258893608876053e+36	7.258893608876049e+36	7.217998682306203e+36
749.0	7.309696751895972e+36	7.309696751895969e+36	7.05346827550917e+36
750.0	7.258772405261086e+36	7.25877240526108e+36	7.054215204327421e+36
751.0	7.178790274739246e+36	7.178790274739244e+36	6.985648767025063e+36
752.0	6.87857728266648e+36	6.878577282666476e+36	6.570631705364552e+36
753.0	6.963915814342524e+36	6.963915814342521e+36	6.776842480391724e+36
754.0	7.387296290100384e+36	7.387296290100383e+36	7.107991906885736e+36
755.0	7.198602535040594e+36	7.19860253504059e+36	6.843505071511829e+36
756.0	7.279935192752806e+36	7.279935192752804e+36	6.937250061871764e+36
757.0	7.498441403549475e+36	7.498441403549471e+36	7.097118308171468e+36
758.0	7.124567200163698e+36	7.124567200163696e+36	6.803728897775926e+36
759.0	7.157445996900515e+36	7.15744599690051e+36	6.83545189144988e+36
760.0	7.045124188546746e+36	7.045124188546742e+36	6.743849850218625e+36
761.0	7.133561337142365e+36	7.133561337142361e+36	6.876119049979917e+36
762.0	7.149928848473778e+36	7.149928848473775e+36	6.864756002999911e+36
763.0	7.272816592058732e+36	7.272816592058728e+36	6.995607493269874e+36
764.0	7.012509611117016e+36	7.012509611117012e+36	6.807226830619317e+36
765.0	6.957141687603196e+36	6.957141687603194e+36	6.713717043985699e+36
766.0	6.842167274851061e+36	6.842167274851059e+36	6.637893580577194e+36
767.0	7.130103426203202e+36	7.1301034262032e+36	6.894623856670829e+36
768.0	6.846966083688319e+36	6.846966083688315e+36	6.636430333093615e+36
769.0	7.059957022667827e+36	7.059957022667825e+36	6.928611120779387e+36
