	0	1	2
335.0	-0.010949759296855944	-0.0006348076072375923	0.03566138466351583
336.0	-0.00864330130872049	-0.0010667881071617033	0.032721801574032774
337.0	-0.00942587423959158	-0.0009078428879467316	0.03353065605305624
338.0	-0.008733393865075332	-0.0009949668192338055	0.033875757946272254
339.0	-0.009934261375204078	-0.0008999170390793345	0.0349361176800789
340.0	-0.007900665486807366	-0.0014402265265936376	0.03403045086666958
341.0	-0.008132965134825499	-0.0009478888446631449	0.03177260534945642
342.0	-0.007332932780569454	-0.0009342074831053136	0.03251365724390386
343.0	-0.007964110444447971	-0.0009863255800549614	0.03137322150836453
344.0	-0.007566260053585641	-0.00018818948160514474	0.029552952923316674
345.0	-0.005507720340698322	-0.0006107976165687405	0.02971768661468718
346.0	-0.005281103228205134	-0.0007928500770899722	0.02901394477605735
347.0	-0.0050401074212423486	-0.00028690303779733956	0.02749744891709206
348.0	-0.0040881500996976195	-0.00029249643626186024	0.025992249946276337
349.0	-0.0023321202245459205	-0.0006103213484562633	0.026763911567139986
350.0	-0.0016714600250484573	-0.0006796496235350607	0.02678229467214339
351.0	-0.0006688335005812207	-0.0007088992928882924	0.024601804470251332
352.0	0.00026343199838845546	-0.0004982434903882258	0.02429086724123178
353.0	0.0006279674668661843	-0.0004025519497748539	0.024635441945264822
354.0	0.0015487414284209022	-0.0002536860216141986	0.017681104260218267
355.0	0.002098076524748596	-0.00019215503905012764	0.020079421681322207
356.0	0.0038506118789145938	-0.0008040058936179752	0.020865075320035755
357.0	0.0023040795357905947	-0.0001968324524923818	0.01747267404254891
358.0	0.0039805292411722835	-0.0002726950837817826	0.016246680542928136
359.0	0.0049861054904451	-8.510132168572828e-05	0.019038488427735884
360.0	0.0035814271877266978	-0.0004886107311382435	0.021276056570029248
361.0	0.005460304857806925	0.0006977600373268651	0.017016517773444418
362.0	0.004988792812526349	0.0011110823884996368	0.01207544383884063
363.0	0.006728575318464666	0.000769424605722953	0.015924623659459635
364.0	0.005571008632612073	0.0015244098585457204	0.012756698645339537
365.0	0.00801586838054321	0.0015311548766722587	0.015960912321244417
366.0	0.008023051950861991	0.0019324284708215449	0.014010359460271708
367.0	0.008302434824025949	0.0011882785985805984	0.013088084024016565
368.0	0.007867766141536814	0.0015880956968242926	0.012233773585495262
369.0	0.00979900977065273	0.0011893605095783292	0.015342877215387705
370.0	0.009925782699944432	0.0014157812161889795	0.013242682152378971
371.0	0.009264306875813307	0.001242485089544911	0.01435670250738446
372.0	0.00851543036034893	0.0012583878689627743	0.013261137001380648
373.0	0.009452936185064357	0.0010001407509509289	0.014003661281887111
374.0	0.009221349773707394	0.0011085247762480407	0.012902491798953695
375.0	0.009045758889092726	0.0009074048096356183	0.011510210611038973
376.0	0.008532939826517833	0.00115858770884162	0.01045500898628092
377.0	0.008648473730300251	0.0008101419562461841	0.012365959675756339
378.0	0.007967824127310433	0.0009297454149081768	0.009908649578730944
379.0	0.0073583099328718045	0.0005244417359236005	0.006183899940674472
405.0	0.0013530114769823868	-0.0004262423015128025	-0.03290086721462592
406.0	0.0007593882758277292	-0.0003809231489795989	-0.033633804675408746
407.0	0.001120666864931234	-0.0008079530837003432	-0.03479777951477243
408.0	0.001134697102775276	-0.0006486528865870711	-0.03723238700789362
409.0	0.0007409692122323858	-0.0006817887790348357	-0.037978101560396826
410.0	0.0008426401048868299	-0.0008985305299342803	-0.03909869855434709
411.0	0.0005298308311175673	-0.0009348722551865044	-0.04048310875162193
412.0	0.0003835745142171982	-0.0008084056066029674	-0.04133384034481694
413.0	0.0004630204617826893	-0.0009474495513472746	-0.04188745097821079
414.0	0.00014723223269166958	-0.0009577440604861962	-0.042891248095640204
415.0	0.0005451643029673096	-0.001139422222262167	-0.043083019176758504
416.0	0.0003383320892817552	-0.001073790879924221	-0.04464122114559449
417.0	6.774924958743596e-05	-0.0011390535706843534	-0.04479558837749684
418.0	0.00041395312324471456	-0.000937751601237953	-0.04565574711682722
419.0	-0.0002134345263969915	-0.0011718028625354831	-0.046488696638793923
420.0	-0.00030602082084671	-0.0011054345765373359	-0.047720087753433144
421.0	-3.554875476096614e-05	-0.0010814850464829027	-0.047958262357591354
422.0	-0.0001184450222886548	-0.0010349093820566705	-0.047846064456607454
423.0	0.0002144414891539705	-0.0010349060305929183	-0.04898274586679456
424.0	0.0002951280877559367	-0.0008671839646481092	-0.04916823498938091
425.0	0.00029921860522408116	-0.0009416370303066766	-0.04941668446035184
426.0	0.0004963597017617735	-0.0008640426700611422	-0.05044952888237223
427.0	0.0006911996353127383	-0.0011347049093749634	-0.052067901042420504
428.0	0.0007194042432633588	-0.0009765959340290885	-0.051398834245601904
429.0	0.0007307255991297998	-0.0008468951283319353	-0.05124181370023157
430.0	0.0006576829518871199	-0.0008748696841500542	-0.05238714137137079
431.0	0.0010820811863514594	-0.0010876723594105081	-0.05202362278096374
432.0	0.0009233136436936104	-0.0008581770292601137	-0.05143034439090652
433.0	0.0012479636620263861	-0.0009942629628621135	-0.052310414143933434
434.0	0.0013721374745060187	-0.000943827915733354	-0.05243601534104067
435.0	0.001904970321593323	-0.0009707607450958399	-0.05251562729298656
436.0	0.0019492182312132863	-0.0008480737088191671	-0.05202837872126856
437.0	0.0018589248381806831	-0.001003570089310663	-0.052145099473509704
438.0	0.0021532776239447664	-0.0008910880973635396	-0.05222007905836087
439.0	0.0022669193456539925	-0.0011120808757316629	-0.05176236837062855
440.0	0.0024822987902091637	-0.0010709571372863093	-0.05199903565618032
441.0	0.0023936778866571517	-0.0009988501065296051	-0.05182645637730944
442.0	0.002681297194304848	-0.0011471010507290162	-0.05105808654827382
443.0	0.002799128522364496	-0.00125766422948534	-0.050538627449966574
444.0	0.0027102240063160182	-0.001223227436665738	-0.05098832591644483
445.0	0.0030306439733417036	-0.0012709305265584166	-0.050271865237065255
446.0	0.0031162902106894198	-0.0012062849322659883	-0.05011068328589636
447.0	0.003300022550718718	-0.001393698165756048	-0.04955756279043039
448.0	0.0033623502903854727	-0.0013104552120562767	-0.04949460875939151
449.0	0.0035571892892825143	-0.0014849746221502866	-0.048248010108551204
450.0	0.003600578306977088	-0.0014493215106876614	-0.048573446738435
451.0	0.003714409396583929	-0.0015608320784168933	-0.0473957897438826
452.0	0.003854193322050007	-0.0014726360832890445	-0.04670130306250701
453.0	0.004210109361235084	-0.001649305078733218	-0.045181468841979724
454.0	0.004162221817147239	-0.0016117564255962399	-0.045652718276585895
455.0	0.004310510651368282	-0.0015995458418181542	-0.04427603311761597
456.0	0.0042791511883170956	-0.0014342901482370255	-0.04393560949416831
457.0	0.004393621532225854	-0.0015727768570014682	-0.04223675752593268
458.0	0.004343927099817663	-0.0015064528019523475	-0.04240388714085477
459.0	0.004458183984924597	-0.0016420550530191376	-0.0411920041533939
460.0	0.004214506494750253	-0.001664358918366762	-0.040741983112072014
461.0	0.004344749989347425	-0.001650018132672502	-0.039349588012281625
462.0	0.004275666342298048	-0.0017036101136201312	-0.03934897276724417
463.0	0.004327867534272287	-0.0015986070651769668	-0.037804453441877106
464.0	0.004086587684358858	-0.0014210252868470969	-0.03779044741052191
465.0	0.004135855769707809	-0.0016719056065679161	-0.035946119838178386
466.0	0.004019920214238332	-0.0014365466577954274	-0.03574894575302731
467.0	0.003813710238125116	-0.001587779692309411	-0.03487762735554407
468.0	0.003870449294167916	-0.0015059097759667812	-0.034180552302598935
469.0	0.004033203955697927	-0.001655645595785064	-0.03251848131213265
470.0	0.003556100448617797	-0.0016043630365574532	-0.03227911635771213
471.0	0.0034022164678038412	-0.001592387339351158	-0.03050979006882644
472.0	0.0032043826463144937	-0.0015540468479811542	-0.029491141305608124
473.0	0.003195675473502686	-0.0015411654239136316	-0.028357724357424365
474.0	0.0030970770952528717	-0.0014207862802118746	-0.027727932272516704
475.0	0.003128071895631452	-0.0014452350304837794	-0.026494320650669055
476.0	0.003034494080429479	-0.0014533190514597117	-0.02576446415782767
477.0	0.002933093043277978	-0.0014697213401440258	-0.02468680402068385
478.0	0.002803388886862168	-0.0015228801517252213	-0.023325357612323447
479.0	0.0024456840939433774	-0.0013662464530611088	-0.021965342951639866
480.0	0.002314912776308708	-0.0013050615303085227	-0.02119227463656217
481.0	0.0023514099792764044	-0.0014373518075221077	-0.01991291545413279
482.0	0.0022270009330752263	-0.0010923819162829613	-0.01914502785830823
483.0	0.0021837004213407516	-0.0013183269801189388	-0.017988136952102954
484.0	0.002111640790948655	-0.0013090504770621935	-0.01718971135798145
485.0	0.002003155804918181	-0.0011154000937964937	-0.016223747853299293
486.0	0.0019311745174705468	-0.001343750667657934	-0.015445598185180105
487.0	0.0019594025310214888	-0.0009353577958627129	-0.014138097514550925
488.0	0.0019144556725121892	-0.0008709488423349657	-0.013169304547180084
489.0	0.0018169808541816925	-0.0010175572810348275	-0.012267963881015465
490.0	0.0018128446810579605	-0.0009275952093469252	-0.011387568798566916
491.0	0.0018029665116554173	-0.0010000311791587121	-0.01036421414563331
492.0	0.0015306310337470967	-0.0007326903895338493	-0.009790301132169832
493.0	0.0016903723774211376	-0.0009117453240261357	-0.009190554222951126
494.0	0.0015301432580002493	-0.0006026840444151917	-0.008337321974491819
495.0	0.001483807858061451	-0.0007984084542314773	-0.007161837107196937
496.0	0.0013860513264426502	-0.0006876911826000119	-0.006988789958202919
497.0	0.0015198562233715738	-0.0008030167709300868	-0.006107048704101636
498.0	0.0013997835574129942	-0.0005913544440500011	-0.0056428230267230465
499.0	0.0013705112500372984	-0.0006300853574650021	-0.004810514520452868
500.0	0.0013255876613600362	-0.0006261267956903558	-0.004422078345201962
501.0	0.0012460360459944826	-0.0006063380073970762	-0.003507652829933241
