Time in ps	0.525 ps (0.5 - 0.55 ps)	1.5 ps (1.3999 - 1.6 ps)	19.8 ps (19.1772 - 20.4 ps)	101 ps (94.9126 - 108 ps)	1.01e+03 ps (949.418 - 1.08e+03 ps)
482.0	-0.01722069596391408	-0.019024474785808786	-0.01991044159653658	-0.019483490847450623	-0.019651106204024
483.0	-0.01659676286753759	-0.017864635085311574	-0.019554853689350362	-0.018524644447027762	-0.01845633421933894
484.0	-0.015797081722386558	-0.0173699174153873	-0.018581456738860358	-0.017855071314332775	-0.017519337801562937
485.0	-0.015010175338457379	-0.016226822302976885	-0.017506997300987714	-0.016505739855978103	-0.01644897153907037
486.0	-0.014104932595809565	-0.01577658174496018	-0.016662418258756	-0.015793599935846177	-0.015601517100919188
487.0	-0.01250843992515337	-0.013920637665242892	-0.015065566718811334	-0.014521773972281854	-0.014332597051021091
488.0	-0.011566706047601256	-0.012893885423190157	-0.013856889462806452	-0.013471163840172745	-0.013225423386812886
489.0	-0.010823536377958663	-0.012255713303440623	-0.01335328937371185	-0.01252787875357153	-0.01250332041849407
490.0	-0.010006233335827267	-0.011342073089275685	-0.012450870864490472	-0.011765008629852036	-0.011721006471830029
491.0	-0.009061860174126843	-0.010464996874805729	-0.011211695622820228	-0.010731914992806728	-0.010673381494332342
492.0	-0.008655248972452824	-0.00971323912749798	-0.009881355313231631	-0.010078728305479038	-0.010045686313101317
493.0	-0.008323718269290292	-0.009187830410404135	-0.010027903796552334	-0.009520873656037706	-0.009393479078324354
494.0	-0.0074417635712613495	-0.00803963407902494	-0.008938652796224803	-0.008437632319199667	-0.008829317043459867
495.0	-0.006694862733661367	-0.0074507815596513505	-0.007809920400576593	-0.007294239729315198	-0.007158835899588373
496.0	-0.006393268003447434	-0.007217320389040098	-0.00714270845422539	-0.007294503031613803	-0.007072408867085604
497.0	-0.005608937226814252	-0.006345108759589754	-0.007081290263317485	-0.0061830959505617235	-0.00617690686712477
498.0	-0.004923556611979879	-0.0054941198109895294	-0.006222067141250996	-0.00583041633810019	-0.006043528445704522
499.0	-0.004075961616691781	-0.004743715941913485	-0.00546891267397512	-0.004903825371342785	-0.005152868088576944
500.0	-0.0035890117772616617	-0.004202618073498701	-0.005187375587121925	-0.004561104128886889	-0.0045085553773629656
501.0	-0.0027644118369933085	-0.003631774525681166	-0.004237686290788716	-0.0035979471450998932	-0.0035045003361426847
502.0	-0.0021161150220668948	-0.0030748689393192445	-0.0037348721278136687	-0.0030515082126603052	-0.003266656877086168
503.0	-0.002050691747261955	-0.002903396830830177	-0.003244709251758555	-0.0030718714752037413	-0.0030930777744709436
504.0	-0.001443997202206125	-0.0021475437264001146	-0.0026122634829956522	-0.002142998980695953	-0.002090002719681258
505.0	-0.0007325215915672428	-0.0017874292131815157	-0.002244355390699748	-0.00183500765553934	-0.0015068460710684873
506.0	-0.0009096714349507507	-0.0014567837013319926	-0.0015501480293212385	-0.0012503510504744762	-0.0013368055405861283
507.0	-0.0001030826538071536	-0.0007432097570035147	-0.0009884743145047834	-0.0003578422574136079	-0.00029906967436832453
508.0	0.0003176819788888517	-0.0002944648748557527	-0.0003343240941189305	-7.529871990231111e-05	-0.00019929086246107293
509.0	0.0007655083057873519	5.093941493175197e-05	0.00010678743896214209	0.0005594331191912493	0.0005314787176092847
